guidetpye,subjID,picID,score,imprtype,age,gender,ext,agrr,con,neu,ope,choice,SID,SumWeiGA,SumWeiFO,SumWeiEY,SumWeiEB,SumWeiM,SumWeiN,MeaWeiGA,MeaWeiFO,MeaWeiEY,MeaWeiEB,MeaWeiM,MeaWeiN,MeaWeiEyN,MeaWeiNM,MeaWeiEyM,MeaWeiEyNM
eyewatch,P09,AgrF4,2,Agr,27,f,3.5,6,3.5,4.5,4,6,subj02F,27.546963730713344,0.1991222032120522,27.437591871554186,6.25069776567339,8.311380818894458e-4,175.6670267780278,0.018075435518840777,1.8644401049817623e-5,0.006670943805386381,0.0017097094545058507,1.8461530028641622e-7,0.01882012286029867,1.2554798201152003e-4,3.4744826332812854e-9,1.231558293825215e-9,2.3178078399410353e-11
eyewatch,P09,OpeM4,0,Ope,27,f,3.5,6,3.5,4.5,4,4,subj02F,53.11475324533197,0,91.42650445293636,0.1929850390012331,0,78.475005541842,0.019085430558868834,0,0.01628834927007596,2.426874232912891e-5,0,0.007246745363546218,1.1803751955274438e-4,0,0,0
eyewatch,P09,ConF5,0,Con,27,f,3.5,6,3.5,4.5,4,4,subj02F,25.25321816204809,4.8229327258265595,67.01750352503068,0.13882730269036078,0,98.16646776909258,0.013852560703262802,3.2299308370121614e-4,0.013679833338442677,3.389338444588886e-5,0,0.011984674370539931,1.6394834800449165e-4,0,0,0
eyewatch,P09,NeuF2,2,Neu,27,f,3.5,6,3.5,4.5,4,6,subj02F,39.92117513485338,0,5.339795996888466,4.225894662072275,0,125.86460411932705,0.02461231512629678,0,0.0010298545799206297,8.608463357246435e-4,0,0.013837357532907548,1.4250466029264064e-5,0,0,0
eyewatch,P09,ExtF1,1,Ext,27,f,3.5,6,3.5,4.5,4,5,subj02F,0.8586291913671551,54.13983350920482,32.83831091397896,0,0,170.78905360309582,3.166036841324318e-4,0.002329897728157887,0.005440409362819576,0,0,0.01737073368623839,9.450390218565673e-5,0,0,0
eyewatch,P09,NeuM3,2,Neu,27,f,3.5,6,3.5,4.5,4,6,subj02F,34.00003933171986,0,27.19375077651129,2.6442211795946275,0.37876170849077906,172.8290635458423,0.021356808625452174,0,0.005313354977825574,4.264872870313915e-4,6.42840645775253e-5,0.016439557076556862,8.734920242597105e-5,1.0568015487352944e-6,3.4156405451785475e-7,5.615161769546453e-9
eyewatch,P09,ExtM4,2,Ext,27,f,3.5,6,3.5,4.5,4,6,subj02F,36.39206571180387,0,9.55455903980743,0.11179437151003226,0,131.7655694478167,0.025431212936271052,0,0.0017792474934464487,1.7674999448226444e-5,0,0.01540397117697179,2.74074771057484e-5,0,0,0
eyewatch,P09,OpeM5,-1,Ope,27,f,3.5,6,3.5,4.5,4,3,subj02F,27.92363945472306,3.791984563706365,65.78423391587421,0.09744762073529513,5.5696099085827875,56.50462017799227,0.014341879535040092,2.526137208517997e-4,0.01132843704423527,1.5915012368984996e-5,7.555086690969598e-4,0.006762970697545455,7.661388777915158e-5,5.109482990844304e-6,8.558732394238886e-6,5.788245639037064e-8
eyewatch,P09,ExtF3,1,Ext,27,f,3.5,6,3.5,4.5,4,5,subj02F,8.145547140708725,21.675264461251853,48.3002250288834,0.016335428665564356,0,126.42084891823995,0.004814153156447237,9.793631150032465e-4,0.008129982331069416,3.495704828924536e-6,0,0.015420937901712607,1.2537195266944216e-4,0,0,0
eyewatch,P09,ConF1,1,Con,27,f,3.5,6,3.5,4.5,4,5,subj02F,21.07069500142009,1.1037334893716264,3.67782238288031,0.033444766011447476,0.003537841169705044,169.9986668452147,0.012243285881127304,5.138663296110743e-5,7.581575722284704e-4,6.204965864832556e-6,7.323206726775086e-7,0.020583444344983014,1.560549419269216e-5,1.5073681808738023e-8,5.552144632899003e-10,1.1428226004657277e-11
eyewatch,P09,AgrF1,1,Agr,27,f,3.5,6,3.5,4.5,4,5,subj02F,19.282174164035496,0.143793808211986,1.228814630389276,2.6937872356814476,3.0756469988388035,209.93737982352113,0.01721622693217455,8.648211235459555e-6,2.946797674794427e-4,7.501496061491082e-4,5.073650608444084e-4,0.029329055577468725,8.642679277960135e-6,1.4880538067571454e-5,1.4951021815682353e-7,4.384993497720952e-9
eyewatch,P09,NeuF4,-1,Neu,27,f,3.5,6,3.5,4.5,4,3,subj02F,11.306287320402054,0.7388301853936118,8.785176784887488,0,0.14034123200647244,221.66647828930874,0.005864256908922227,3.6003615096418875e-5,0.0015014829575948536,0,2.460400280618381e-5,0.025307281457850068,3.799845181201812e-5,6.226604240058265e-7,3.6942490902100946e-8,9.349140150135342e-10
eyewatch,P09,NeuF3,1,Neu,27,f,3.5,6,3.5,4.5,4,5,subj02F,49.06718012967135,0,25.667498599578906,0.06571728851337566,2.1975694556301795,137.9210125979859,0.023068725965994994,0,0.005093768326965451,1.3611700189183029e-5,4.1707524304994864e-4,0.014410303270085249,7.340274637912689e-5,6.0101807387942745e-6,2.1244846630092455e-6,3.0614468286608086e-8
eyewatch,P09,ExtF5,0,Ext,27,f,3.5,6,3.5,4.5,4,4,subj02F,45.39600633923444,0,77.23615946087902,0,0,152.76250447354792,0.01886783305870093,0,0.013564481816100987,0,0,0.017351488468144924,2.3536394980843778e-4,0,0,0
eyewatch,P09,ExtM1,-1,Ext,27,f,3.5,6,3.5,4.5,4,3,subj02F,0.008972478634117355,0,6.52225030150866,0,24.540061119941864,124.95071011348301,5.321754824506142e-6,0,0.0011045301103316952,0,0.0029520102393771038,0.01373235631536246,1.5167801036121449e-5,4.0538056453724816e-5,3.2605841953994863e-6,4.4775503967465164e-8
eyewatch,P09,ExtM2,-1,Ext,27,f,3.5,6,3.5,4.5,4,3,subj02F,2.8714212842677354,0,20.897321879756195,6.13767271000949e-5,0,169.41463024269268,0.0016068389951134502,0,0.003730998371675807,9.177142209942419e-9,0,0.018049715559630586,6.734345936219319e-5,0,0,0
eyewatch,P09,NeuM2,-1,Neu,27,f,3.5,6,3.5,4.5,4,3,subj02F,18.01093065463583,0,24.456236791113923,1.6586657518046202,0,155.4061611509497,0.012683753982137906,0,0.005288978544791073,2.746135350669901e-4,0,0.017842268788857602,9.436737681466327e-5,0,0,0
eyewatch,P09,OpeM3,2,Ope,27,f,3.5,6,3.5,4.5,4,6,subj02F,14.32234175807581,0,24.07098238747891,2.868753201306856,0,179.07085161397563,0.00642545614987699,0,0.003726735158302974,3.384560171433289e-4,0,0.01738889605884401,6.480381030657e-5,0,0,0
eyewatch,P09,ConM4,0,Con,27,f,3.5,6,3.5,4.5,4,4,subj02F,10.348204181360499,0,71.30816838882735,12.688759885637825,0,68.16161999882362,0.008252156444466108,0,0.01701865594005426,0.0023900470683062393,0,0.008118344449597859,1.3816331099055512e-4,0,0,0
eyewatch,P09,NeuM4,0,Neu,27,f,3.5,6,3.5,4.5,4,4,subj02F,76.29190443216318,0.15823073429882795,37.98391777227425,0.09957299219109368,0,84.59664016146854,0.03404368783229057,8.10317684738198e-6,0.006950396664643047,1.5802728486128184e-5,0,0.00956650912150498,6.64910330903855e-5,0,0,0
eyewatch,P09,NeuM5,1,Neu,27,f,3.5,6,3.5,4.5,4,5,subj02F,0.4086263803282725,32.705569870385304,22.695632895718358,0.03178810205409026,1.3192785194998564,105.74899972713726,2.230493342403234e-4,0.0017000504143042574,0.005635866127568502,4.9268602067715836e-6,1.7541264718785486e-4,0.013987962926870007,7.883428645323064e-5,2.453665605767842e-6,9.886021966331555e-7,1.3828530875926833e-8
eyewatch,P09,OpeF1,0,Ope,27,f,3.5,6,3.5,4.5,4,4,subj02F,15.182804856016178,2.2521847497565055,29.692709944301072,0.728293108442707,0,158.76549811352623,0.007267977432271986,1.1865469415502374e-4,0.004813212829356634,1.4415936429982323e-4,0,0.018726763165077404,9.01358967184738e-5,0,0,0
eyewatch,P09,AgrM5,-1,Agr,27,f,3.5,6,3.5,4.5,4,3,subj02F,5.3099287555166566,0,7.124658997636318,1.834992515849995e-5,0,238.6957520885587,0.0026817821997558874,0,0.0014566875889667384,5.57409634219318e-9,0,0.029414140737961638,4.284721375310966e-5,0,0,0
eyewatch,P09,AgrM2,0,Agr,27,f,3.5,6,3.5,4.5,4,4,subj02F,19.857099026154973,0,10.98501281396413,4.822484643141313,12.585195179253919,115.05379824323231,0.012536047364996826,0,0.002473544880424258,8.033457676397323e-4,0.0023550140679741613,0.01311303832268433,3.243568880988292e-5,3.08813897238059e-5,5.8252329911645926e-6,7.638650345170636e-8
eyewatch,P09,ExtF4,-1,Ext,27,f,3.5,6,3.5,4.5,4,3,subj02F,18.214287760043458,0.01094698828057055,19.653706834232498,1.4704045494075133,0,112.21915890282777,0.010571263935022321,5.700665667120008e-7,0.003233581249462405,2.257298970536557e-4,0,0.013620482935165405,4.404293822777351e-5,0,0,0
eyewatch,P09,ConF2,1,Con,27,f,3.5,6,3.5,4.5,4,5,subj02F,5.5425133300656615,0,54.39888346317819,0.030843735335068512,0,71.00655987356787,0.0031420143594476538,0,0.010229199598190708,5.864943018647749e-6,0,0.008425078295392486,8.618180751395407e-5,0,0,0
eyewatch,P09,OpeF2,-1,Ope,27,f,3.5,6,3.5,4.5,4,3,subj02F,27.226281545324532,0,7.9142956491933845,0.15822501182819707,14.048142590864426,124.36024936181948,0.011287844753451298,0,0.0014452694757475135,2.7661715354579905e-5,0.0020031573635911058,0.011230944582481665,1.6231741388872655e-5,2.2497349340481783e-5,2.8951021927170887e-6,3.251473228702678e-8
eyewatch,P09,ConF3,2,Con,27,f,3.5,6,3.5,4.5,4,6,subj02F,44.05270199872247,0,34.50134114366364,0.049816204031929906,0,72.56813249616316,0.020977477142248794,0,0.006492536910738359,1.0204056540747625e-5,0,0.008616496378076842,5.5942920775907276e-5,0,0,0
eyewatch,P09,ConF4,1,Con,27,f,3.5,6,3.5,4.5,4,5,subj02F,11.341948811168708,0.23548945530326298,19.69962053869836,0.0022976390606768583,0,178.18789571772848,0.006433323205427514,1.215931508768849e-5,0.005574312546320985,4.976476198130514e-7,0,0.019330429129716692,1.0775385362354839e-4,0,0,0
eyewatch,P09,ConM1,-2,Con,27,f,3.5,6,3.5,4.5,4,2,subj02F,22.368201043036564,0,35.48475476001995,1.4104981942674577,0,117.83878121136648,0.012303740947764886,0,0.008612804553402902,1.6646975029711527e-4,0,0.013618257391813993,1.1729138927362828e-4,0,0,0
eyewatch,P09,ConM2,-2,Con,27,f,3.5,6,3.5,4.5,4,2,subj02F,10.177306358182898,0.40988198362935185,71.97196285662419,0.29476821063635666,0,100.16730992536753,0.008267511257662794,3.080892841471376e-5,0.017705279915528706,7.648370800113043e-5,0,0.013631914796593295,2.4135686725832185e-4,0,0,0
eyewatch,P09,ConM3,1,Con,27,f,3.5,6,3.5,4.5,4,5,subj02F,36.38487194843288,0,14.707024640138922,0.5649578393560688,26.183968880047498,113.39240976857708,0.02313087854318683,0,0.0033447861360334143,1.1314997784019003e-4,0.005320863418014123,0.015279936635032621,5.110812021632617e-5,8.130245587091888e-5,1.7797150192301005e-5,2.7193932722251797e-7
eyewatch,P09,ConM5,2,Con,27,f,3.5,6,3.5,4.5,4,6,subj02F,7.213955725166919,4.482257014820849,16.005252493620446,0.27626654055636457,0,114.6281702737371,0.007641902251236143,3.075727039608076e-4,0.0040622468257919915,6.38176346861549e-5,0,0.01631253312562076,6.626553591017965e-5,0,0,0
eyewatch,P09,NeuF5,-1,Neu,27,f,3.5,6,3.5,4.5,4,3,subj02F,2.962972652554436,0,71.29560238021739,0.17471367072774766,0,67.66244966261678,0.0014711880102057776,0,0.015012761082378898,3.931450736447967e-5,0,0.007648067103268541,1.1481860416337227e-4,0,0,0
eyewatch,P09,NeuM1,2,Neu,27,f,3.5,6,3.5,4.5,4,6,subj02F,33.83107245165379,0,79.75900561711413,0.32850294132403457,0,100.02816946049762,0.017731170048036576,0,0.0163742569528052,4.8033768288351306e-5,0,0.010924876524737618,1.7888673539372325e-4,0,0,0
eyewatch,P10,AgrM3,-1,Agr,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0.9927415113928293,0,16.882035972418393,5.554582853461105,0,110.23842846020722,9.243403271814053e-4,0,0.004440304043245237,0.0013455869315555002,0,0.01598816946485964,7.09923335189063e-5,0,0,0
eyewatch,P10,OpeF3,-1,Ope,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,1.8738783780916297e-5,0,45.519490409869505,0.12413751720282204,0.21293256679446454,52.094350149188024,1.2687057400755786e-8,0,0.007698205717887621,1.7655741317425976e-5,3.156894985833425e-5,0.006810609249468954,5.242947106656022e-5,2.1500378190119288e-7,2.4302427030713636e-7,1.655143343199226e-9
eyewatch,P10,ExtF2,1,Ext,19,f,6.5,5.5,2.5,5,1.5,5,subj08F,4.232973036482168,17.085833200144858,5.023279521605674,1.0090969513411499,0.5320911926154844,81.1668463462267,0.002434142056631494,8.216713090384177e-4,8.519809229317628e-4,1.9586509148702443e-4,7.51647397394384e-5,0.009486541181185916,8.082352110976952e-6,7.13053398911304e-7,6.403892433513249e-8,6.075078929040832e-10
eyewatch,P10,AgrF2,-2,Agr,19,f,6.5,5.5,2.5,5,1.5,2,subj08F,23.650796956908263,0.19867611890898207,3.6472442988053135,0.3426159602899077,6.346688254469634,59.36298186792206,0.012994943382916627,1.1263457050228588e-5,8.446605601679744e-4,7.022257845663203e-5,0.0011427238484821092,0.008669925787632841,7.323144372396722e-6,9.907330962098082e-6,9.652137659762018e-7,8.368331720215282e-9
eyewatch,P10,ExtM3,-1,Ext,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,16.239699533175564,0,19.429620052806786,57.46249614833748,0,0,0.002696280845621047,0,0.002435399856205413,0.006789047276504901,1.83051781316559e-5,1.6534044760971786e-5,6.566521983714906e-6,4.4580428189649244e-8
